tweetId;tweetText;tweetDate;sentimentLabel
837;crap day tat wil get crap ;29/03/2015;0
838;credit card bil ow my wallet ;31/01/2015;0
839; dad cam back us to go to any til thu whil him gonn go back from bant to any for us poor him ;08/03/2015;0
840;dad got to turn the pow off caio ;21/01/2015;0
841;dammit no mor sleep for me and on my day off to  ;13/11/2015;0
842;damn gettin it from someon right now damn i guess im not sleep tonit with thes text ;26/09/2015;0
843;damn u stil haven't been to sleep and just look them up think it was royal beat and city council ;11/04/2015;0
844;damn didnt mak on tim and the bord was clos drov hr to toh sid of stat to mak it ti mexicosniff sniff tir ;09/05/2015;0
845;damn lost three follow i was get so clos to fifty help me out ;06/08/2015;0
846;damn ther has to be someth wrong and it not youu ;01/03/2015;0
847;dan won't hav off for my birthday ;02/05/2015;0
848;darn you city i just want to leav ;30/10/2015;0
849;def i hav no studio so ur jus gunn get the lyr shrug @exoticbella ;07/10/2015;1
850;defin bedtim ;27/10/2015;0
851;defin just miss my train smh fuck ;28/02/2015;0
852;depress day  httpblipfm6tfp6 ;09/05/2015;0
853;devstatedd my sil iphon delet al my jailbreak stuff that 25 ap  ;14/07/2015;0
854;did not get to go see up oh wel end up going to din with blas and bridget ;23/05/2015;0
855;didn't get much sleep again cos of the flippin neighbo grr tim to work again ;04/02/2015;0
856;didn't get to do som car scheming tonight sad but i did get to mosh whil look lik a complet bog woot ;17/01/2015;0
857;didn't go out last night i fel asleep  i suck not lit ;17/09/2015;0
858;didn't hav tim upd becaus was 2 busy enjoy thi mak sleep with no cloth on eat weath i miss thi ;11/07/2015;1
859;didn't think netbal was on coz it was rain when i got ther  now no on can tak me man is going to b annoy | ;09/05/2015;0
860;didn't win the twit contest boo ;05/02/2015;0
861;dinar lost again in roland garro why the safin hav to do it hard ;16/09/2015;0
862;din bath workout run ;03/09/2015;1
863;diplom husband to his wif do u expect me to rememb ur birthday when u nev look any via @normaltusker @nehabagoria ;23/07/2015;1
864;dissapoint ;12/06/2015;0
865;doe anybody know the stat homework not that i hav start nobody is answ my email about busy study ;04/11/2015;0
866;doesn't know what to get fir a tattoo ;04/06/2015;0
867;dont feel good ptos  ;24/10/2015;0
868;don't forget to vot today httpbitly3mg0r ;13/04/2015;1
869; don't ign the smel of sizzl skin when you're sit in the sun ;21/11/2015;0
870;dont know what wrong with me ;20/10/2015;0
871;don't lik end the night argu with the huz in smf ov stupid hom improv crap ;31/01/2015;0
872;don't wann go to work ;22/06/2015;0
873;@dayngr tweetwra i think i just coin a new word wher is that twit dict httptrimnyyv ;18/02/2015;1
874;@demonicturtle  you guy hav fun last night i hop you got my text pub quizz tomorrow ;18/11/2015;0
875;@djwillgates ;16/01/2015;1
876;@electrograffiti i know but i'll miss hav someon to bitch about brussel tram metro bad custom serv lack of quorn etc ;09/08/2015;0
877;@elysianfieldzclass @elysianfieldzajno answ @ronno4lyfework @etj on the road @plusisaplusn nol im hungry with no1 2 eat with ;14/07/2015;0
878;@essentiallyme funny fact @sween has about 3x his town's pop follow him on tumblr how doe h httptrimlcel ;15/10/2015;1
879;@fernandofelman am gonn miss you too if it's real gonn be 23 year i might end up visit you in aussy land i wish ;11/03/2015;1
880; @flopearedmule guess that's the end of my lov affair with emus ;04/07/2015;0
881;@grahamapalooza @ronibryantmusic @robingrantham @bananasmel @joetech @joecopas2671 @britespark @r0ckrulez @johnnybeane @bsideofsoccer ;18/08/2015;1
882; @hannahradford is tak me to lunch today ;11/09/2015;1
883;@iamdelo ;28/01/2015;0
884;@iggigg too busy to see me in london thi ev what is a boy to do ;16/09/2015;0
885;@jeffersonreid is nev on twit anym ;22/03/2015;0
886;@jessdelight lmao @liveguy ;13/01/2015;1
887;@joeschmitt twit maint on a friday night they real haven't been list if they think we wo httptrimndkq ;05/04/2015;1
888;@johnmaeda ar you a ex doer ppt talk or txt leafy pot plant httptrimobof ;14/03/2015;1
889;@joseke trent rezn quit twit  httpmigreme281e via @trabalhosujo ;05/02/2015;0
890; @kerry350 would lov to meet up with yourself and @angeloys but i've mad plan already we'll get anoth opportun again soon ;18/02/2015;0
891;@krystynchong that's a lov comply thx much ;27/09/2015;1
892;@ksymmonds thankyou ;08/08/2015;1
893;@lafdupdate sb 110 fwy x 8th st correct dead fem now '16 yo' lafd complet chp coron to handl nfd  bri humphrey### ;24/08/2015;0
894;@lazoug kstew and ma stil togeth httpbitlycdrcw happy or not lol im happy if krist is happy ;22/08/2015;0
895; @libraritarian59 oh no @donutspy isn't a good link ;19/01/2015;0
896; @littlecharva  if the front wasn't black on both i would hav got the whit on as it is the black look sleek the whit doesn't ;17/04/2015;0
897; @littlecharva  the ful voic control is mak me want iphon 3gs but 02 wil charg me a fortun as my 3g contract not up til april ;12/07/2015;0
898;@mamiithickness don't do dat jst tel em 2 suck ur dyck that alway mak me feel bet ;21/05/2015;0
899; @melbournevixens awesom 4th quart lady gre gam ;30/03/2015;1
900;@monique4ever is mess with my mind ;21/09/2015;0
901;@netfart quit the opposit ;23/09/2015;1
902; @nikkofelipe night and thank for the cal ;20/07/2015;1
903;@ohhushaubrey it mak me wann cry ;19/06/2015;0
904;@pan1f @oregonmjw no i do know the diff lik i say it's been a long tim a very long tim httptrimnjoo ;22/10/2015;1
905;@phillmason @philoscribe thank you i am genuin grat ;09/06/2015;1
906; @pinkelephant73 so pretty much you look lik a candy floss machin today ;19/07/2015;1
907;@prblog @steverubel post look lik tumblr for iphon look interest can you fold thi cont  httptrimnhcv ;03/04/2015;1
908;dont wann leav ny today ;22/11/2015;0
909;' dont worry about the for amigo ther stil hangin in there' ;20/06/2015;0
910;down to 3k in chip ;02/04/2015;0
911;download on movy yesterday and hav som problem with that  i thnk i deserv that ;19/09/2015;0
912;driv lizzy to the airport say good bye lizzy ;24/08/2015;0
913; dt tonight dt tomorrow day night beauty ;18/07/2015;1
914;dud i almost just shock myself lesson learn nev get outt the show and think elect won't hat on ur ass ;13/09/2015;0
915; eat som steak im feel good much bet miss my lady though ;09/05/2015;0
916;eat my last wizz fizz ;05/08/2015;0
917;ec al day to try to cram al of thi org chem back into my head fin tomorrow ugh ;18/11/2015;0
918;eff that bitch at dunkin donut ;05/02/2015;0
919;el and melany ar the shiz ;09/08/2015;1
920;el just text me say not gon read our text ar they i wil speak to mcfly ;07/09/2015;0
921;emot ;02/06/2015;0
922;everton fc just got beat in the fin of the fa cup against cheale fc oh wel at least we got to the fin and play wel ;28/08/2015;0
923;everton oh wel lol ;14/11/2015;0
924;every fuck day ;23/09/2015;0
925;every on i was talk to on msn has gon offlin and i won't be abl to talk til them tomorrow i feel lon ' x ;22/01/2015;0
926; every so oft i catch my own reflect think  now that's on cool sonofabtch  today's on of thos day ;25/02/2015;1
927;every tim i leav my room miss bubu send me a msg and then he's gonesam on my sideit been hapnin al dayuniversemxit then ;19/09/2015;0
928;everyon drunk but me ;12/05/2015;0
929;everyon dying or bordeirln on svu ;06/10/2015;0
930;examshelp  ;11/05/2015;0
931;expend car repair ;10/05/2015;0
932;expl twit ;27/08/2015;1
933;red wing ;16/05/2015;0
934;fail inspect did you know you can pass woov but not woantitip bracket which is on sold wov thi is wors than tax ;12/07/2015;0
935;fail at everyth i should just giv up now ;14/03/2015;0
936;fam michig bookst to clos it door httpumavrevcombc7v ;17/04/2015;1
937;famliy going bck hom and hav too tak sist hor rid oh no gonn be a bor day ;15/01/2015;0
938;farrah fawcet die of cant at 62 httpbitlyonhyd ;29/05/2015;0
939;fcukk you ;19/09/2015;0
940;fedex wil be kick out of the french op  ;19/06/2015;0
941;feelin very pessim  ;23/09/2015;0
942;feel a litl sad ;11/02/2015;0
943;feel al sad leav mumba ;05/08/2015;0
944;feel down real is set in i know i should be beyond thi point why am i stil her i want to follow my dream but im scar ;10/07/2015;0
945;feel bad for cal poor thing ;19/02/2015;0
946;fem model tort by print httptinyurlcommbmanohara ;08/02/2015;0
947;ferret ar much cool than fish ;04/04/2015;0
948;field trip today leav now 3 ;17/05/2015;1
949; fin at hom  bout to nap  then get ready for colleg tomorrow ughhh  sooo excit  ;05/02/2015;1
951;find out the hollywood video i frequ is not remodel and is in fact clos cancel account so much 4 sup cheap dvds ;18/08/2015;0
952;@purplehazeyobi hop you had fun with the jil replac lol i was busy get @rosiecakes drunk lol i u both xo ;24/10/2015;0
953;@richietachie i miss allimm cal u tomorrowand reduc the numb of qs by tomorrow plsi hav a phob for that lol sery ;05/02/2015;0
954;@rickswift #followfriday thes ppl or catch crab @karlkleese @lpjdesign @lostzombies @pinkraygun @bittenbybooks @hippojuicefilm @zazzle ;31/01/2015;1
955;@sandyu @mightyboognish @kittyireland it's light with a bit of punch missions francisco gin mex liqu seem an apt nam ;12/02/2015;1
956;@savagedeath55 i am sup emo about stupid stuff rn and sg is mak me feel bet p ;10/02/2015;1
957;@sfgiants bullp los lead ;18/03/2015;0
958;@shawnashameless @killavilla if anyon els said someth it's to you too ;28/01/2015;1
959;@spiralgalaxy @ymptweet i mean we hav the best relig the on thing that we hav to do is to follow it the right way ;07/10/2015;0
960;@stephenhdunn bow out of the raid his back in speedy recovery mat ;06/04/2015;0
961;@stevijean yeahuhh ;28/08/2015;1
962;@sylvanus is hav the wors day ev boss is spazz out at work and fin don with a lat night photo shoot on to hav a flat ;12/05/2015;0
963;@tahninial just cal me a cheeseburgl he mad me sad ;19/04/2015;0
964;@taylorswift13 didnt win the first award she was nomin for oh wel she tied for most nomin ;26/09/2015;0
965;@tellman say the  sad my grandfath rip was a commy @tellman ;16/04/2015;0
966; @tendaijoe wel non of us ar get out of her al but we would lik to stay a while wish peopl would stop kil each oth ;03/07/2015;0
967;@theprodigy and @nkotb in boston 2day boo rol on sum already x ;19/05/2015;0
968;@therealglambert sorrygot carry away with gossip on anoth not pass on a hippo birdy a big koal hug to kri for me xoxo k ;25/05/2015;0
969;@thesmartmama i hav no off i know thi is hard to believ but peopl don't want to employ me ;01/02/2015;0
970;@thischicsflava @daprbmchild ;12/03/2015;1
971;@tommcfly hi when ur back when ur next in mk i am gon nee 1 of yo real good hug that on you and my friend liam can giv ok ;07/08/2015;0
972;@tweetdeck lost my group and that not a good thing with 23k follow ;11/05/2015;0
973;@weelaura guard uk 12 stud report kil in crackdown aft viol clash in #iran httpbitlywhlbv ;29/04/2015;0
974;@ymptweet @spiralgalaxy but so bad no on doe  i know that ther is mor but that's what i got so far ;30/01/2015;0
975;@zeldman just said on flickr re a mac that wouldn't instal os x ye userfocus design goe thi is an explod colostom ;21/03/2015;1
976;che up emo kid ;03/11/2015;0
977; lvat is com  ;17/06/2015;1
978; next few day ;16/02/2015;0
979; happy sunday  ;11/07/2015;1
980;1 ding in and i so regret pop that pil ;16/07/2015;0
981;1 mon of bed by 130am already fail as you can see ;10/04/2015;0
982;2 day i haven't tlkd 2 mi amorim kind stubborn when it com 2 my bfi wil not callnot a bugaboo typ ;03/01/2015;0
983;2 hear about jon n katecoupl should ste clear of thos real show just say no ;10/08/2015;0
984; 2009 nca nat softbal champ uw husky ;06/09/2015;1
985;2nd item did not ar am stil wait for it to show in my aramex web pag ;26/06/2015;0
986;fin my pap but smh ;30/09/2015;0
987;first day ar alway goodw my dent gav me mor hour though ;23/06/2015;1
988;fon offc talk 2 my loveimu marc ;22/04/2015;0
989;for the fact that i didn't get any work don not that you al did ;13/01/2015;0
990;forgot xbl was off today was about to check to see if a gam was on xbla that i want to buy oh wel mayb tomorrow ;18/06/2015;0
991;found a mosquito bit thos tend to get real swol and red for me distract myself with caffein ;12/09/2015;0
992;found a way to mak thi priv woot woot ;22/06/2015;1
993;four mor fak peopl ad me is thi why peopl don't lik twit ;12/03/2015;0
994;frank iero should be the sexiest veget 2009 ;16/05/2015;0
995;french lost #fb ;24/06/2015;0
996;fuck man i hat thi o work suckss ' ;16/11/2015;0
997;fuck you  ;29/04/2015;0
998; fuck my money is run out i hav no job ;07/01/2015;0
999;fuck i am an ug person ;01/06/2015;0
1000;fuck rur mom ;02/11/2015;1
1001; fwd good mornhappy birthday  regardless of what ppl said yesterdaythey don't real what happend behind the sceneon of the  ;20/04/2015;1
